nom station	Lat	Long	date	temp	Sal	Dep25	Predation
H01	43,5333272	5,0235682	11/12/2023	8,165	26,931	3,4	-14,39261174
H13	43.415184	5.064785	11/12/2023	8,249	26,886	3,3	-14,17054251
H19	43,4711	5,20694	11/12/2023	7,84	27,285	3,3	-15,18365384
H16	43,4022	5,13028	11/12/2023	8,363	26,978	3	-13,80333163
H12	43,4423232	5,0972381	11/12/2023	8,306	27,045	3	-13,93587693
H18	43,4424421	5,1847996	11/12/2023	12,35	27,396	2,9	-4,000776328
H08	43,4669426	5,0910294	11/12/2023	8,501	26,906	2,9	-13,44474934
H07	43,5	5,10889	11/12/2023	8,459	27,106	2,9	-13,47374263
H19	43,4711	5,20694	11/12/2023	8,034	27,267	2,7	-14,62103848
H04	43,5167614	5,0694522	11/12/2023	8,563	27,056	2,6	-13,20376744
H18	43,4424421	5,1847996	11/12/2023	12,3	27,292	2,5	-4,1442807
H13	43.415184	5.064785	11/12/2023	8,213	26,803	2,5	-14,31116766
H01	43,5333272	5,0235682	11/12/2023	8,16	26,588	2,4	-14,55947482
H12	43,4423232	5,0972381	11/12/2023	8,334	27,023	2,3	-13,86579785
H08	43,4669426	5,0910294	11/12/2023	8,515	27,04	2,2	-13,34559267
H07	43,5	5,10889	11/12/2023	8,51	27,055	2,1	-13,35293395
H18	43,4424421	5,1847996	11/12/2023	12,25	27,073	1,8	-4,335157685
H04	43,5167614	5,0694522	11/12/2023	8,606	27,038	1,8	-13,09162237
H12	43,4423232	5,0972381	11/12/2023	8,394	27,004	1,6	-13,70355663
H16	43,4022	5,13028	11/12/2023	8,482	26,922	1,5	-13,49117094
H08	43,4669426	5,0910294	11/12/2023	8,534	27,054	1,5	-13,28595762
H01	43,5333272	5,0235682	11/12/2023	8,225	26,494	1,3	-14,41278982
H07	43,5	5,10889	11/12/2023	8,591	26,993	1,2	-13,15358151
H13	43.415184	5.064785	11/12/2023	8,215	26,832	1,1	-14,29248995
H12	43,4423232	5,0972381	11/12/2023	8,446	27,008	1,1	-13,55443696
H19	43,4711	5,20694	11/12/2023	8,363	26,843	1,1	-13,86354514
H08	43,4669426	5,0910294	11/12/2023	8,526	27,026	0,9	-13,32094653
H08	43,4669426	5,0910294	11/12/2023	8,534	27,027	0,9	-13,29803699
H18	43,4424421	5,1847996	11/12/2023	12,3	26,834	0,8	-4,330505442
H04	43,5167614	5,0694522	11/12/2023	8,501	26,949	0,8	-13,42561384
H03	43,4783692	5,0175865	11/12/2023	8,113	26,648	0,7	-14,6694529
H16	43,4022	5,13028	11/12/2023	8,547	26,851	0,4	-13,33985257
H12	43,4423232	5,0972381	11/12/2023	8,529	26,964	0,4	-13,34019507
H16	43,4022	5,13028	11/12/2023	8,55	26,903	0,3	-13,30838639
H13	43.415184	5.064785	11/12/2023	8,26	26,754	0,3	-14,19766142
H16	43,4022	5,13028	11/12/2023	8,51	26,614	0,2	-13,5481185
H03	43,4783692	5,0175865	11/12/2023	8,407	26,438	0,2	-13,91614321
H01	43,5333272	5,0235682	11/12/2023	8,501	26,195	0,2	-13,75431235
H01	43,5333272	5,0235682	11/12/2023	8,366	26,431	0,2	-14,03589459
H07	43,5	5,10889	11/12/2023	8,691	26,608	0,2	-13,04465775
H18	43,4424421	5,1847996	11/12/2023	12,25	25,4	0,1	-4,986200075
H08	43,4669426	5,0910294	11/12/2023	8,528	26,634	0,1	-13,4887137
H19	43,4711	5,20694	11/12/2023	9,955	23,856	0	-10,76789063
H13	43.415184	5.064785	29/01/2024	10,35	23,283	5	-9,9741439
H08	43,4669426	5,0910294	29/01/2024	9,25	22,094	5	-13,13861639
H07	43,5	5,10889	29/01/2024	8,135	22,117	5	-16,26423589
H03	43,4783692	5,0175865	29/01/2024	8,101	22,768	4,7	-16,17575629
H01	43,5333272	5,0235682	29/01/2024	9,169	23,293	4,7	-13,00303039
H19	43,4711	5,20694	29/01/2024	8,814	24,84	4,7	-13,42773504
H01	43,5333272	5,0235682	29/01/2024	8,338	21,907	4,2	-15,72931494
H16	43,4022	5,13028	29/01/2024	10,05	22,637	4	-10,91094065
H13	43.415184	5.064785	29/01/2024	10,35	22,19	3,9	-10,29142426
H13	43.415184	5.064785	29/01/2024	10,35	22,459	3,9	-10,21806899
H04	43,5167614	5,0694522	29/01/2024	8,789	21,509	3,9	-14,54917494
H07	43,5	5,10889	29/01/2024	8,131	22,103	3,8	-16,2798133
H12	43,4423232	5,0972381	29/01/2024	10,55	21,549	3,5	-9,966865964
H04	43,5167614	5,0694522	29/01/2024	8,717	21,521	3,5	-14,7476687
H19	43,4711	5,20694	29/01/2024	8,855	22,794	3,5	-14,01607991
H01	43,5333272	5,0235682	29/01/2024	8,324	21,844	3,4	-15,78627257
H01	43,5333272	5,0235682	29/01/2024	8,377	21,66	3,2	-15,68020621
H08	43,4669426	5,0910294	29/01/2024	9,3	21,543	2,9	-13,14488164
H03	43,4783692	5,0175865	29/01/2024	8,157	20,134	2,9	-16,64260395
H18	43,4424421	5,1847996	29/01/2024	8,718	22,464	2,8	-14,49472975
H07	43,5	5,10889	29/01/2024	8,224	21,972	2,8	-16,04303341
H16	43,4022	5,13028	29/01/2024	10,05	22,325	2,7	-10,9986683
H12	43,4423232	5,0972381	29/01/2024	10,6	21,383	2,4	-9,885127852
H07	43,5	5,10889	29/01/2024	8,349	21,86	2,4	-15,7098444
H01	43,5333272	5,0235682	29/01/2024	8,518	21,343	2,3	-15,35287897
H04	43,5167614	5,0694522	29/01/2024	8,548	20,182	2,3	-15,50346394
H18	43,4424421	5,1847996	29/01/2024	8,407	22,25	2,2	-15,43752614
H16	43,4022	5,13028	29/01/2024	10,1	22,171	2,2	-10,91508394
H19	43,4711	5,20694	29/01/2024	8,77	22,528	2,1	-14,33092395
H07	43,5	5,10889	29/01/2024	8,594	21,613	1,9	-15,07187101
H19	43,4711	5,20694	29/01/2024	8,859	22,497	1,8	-14,09257494
H08	43,4669426	5,0910294	29/01/2024	9,25	21,352	1,7	-13,32411846
H12	43,4423232	5,0972381	29/01/2024	10,55	21,299	1,6	-10,02438845
H16	43,4022	5,13028	29/01/2024	10,05	22,179	1,5	-11,03823873
H13	43.415184	5.064785	29/01/2024	10,35	22,09	1,5	-10,31787105
H18	43,4424421	5,1847996	29/01/2024	7,991	21,366	1,2	-16,88181718
H03	43,4783692	5,0175865	29/01/2024	7,766	11,695	1,2	-16,70712158
H01	43,5333272	5,0235682	29/01/2024	8,705	18,46	1,2	-15,26596956
H04	43,5167614	5,0694522	29/01/2024	8,403	19,516	1,2	-16,02035616
H16	43,4022	5,13028	29/01/2024	10,05	22,204	1	-11,03153105
H13	43.415184	5.064785	29/01/2024	10,35	22,168	0,9	-10,29728122
H03	43,4783692	5,0175865	29/01/2024	7,793	11,384	0,8	-16,46945061
H07	43,5	5,10889	29/01/2024	8,941	21,111	0,8	-14,21969681
H18	43,4424421	5,1847996	29/01/2024	7,927	21,386	0,7	-17,06777219
H19	43,4711	5,20694	29/01/2024	8,992	22,057	0,7	-13,84837006
H01	43,5333272	5,0235682	29/01/2024	7,936	12,705	0,6	-16,64267271
H08	43,4669426	5,0910294	29/01/2024	9,25	16,77	0,4	-13,78226061
H01	43,5333272	5,0235682	29/01/2024	7,783	12,594	0,4	-17,05602736
H07	43,5	5,10889	29/01/2024	8,941	21,077	0,4	-14,22716975
H18	43,4424421	5,1847996	29/01/2024	7,685	21,482	0,3	-17,77436545
H16	43,4022	5,13028	29/01/2024	10,05	21,655	0,3	-11,17220388
H04	43,5167614	5,0694522	29/01/2024	7,791	16,304	0,3	-17,91701081
H13	43.415184	5.064785	29/01/2024	10,35	0	0,2	3,577503925
H12	43,4423232	5,0972381	29/01/2024	10,5	0	0,2	3,9151
H03	43,4783692	5,0175865	29/01/2024	7,605	3,607	0,2	-9,585652362
H13	43.415184	5.064785	14/02/2024	9,668	19,204	4,9	-12,59173684
H01	43,5333272	5,0235682	14/02/2024	9,748	21,424	4,9	-11,99621988
H01	43,5333272	5,0235682	14/02/2024	9,764	21,419	4,9	-11,95615183
H01	43,5333272	5,0235682	14/02/2024	9,719	21,436	4,8	-12,0682908
H07	43,5	5,10889	14/02/2024	9,549	19,109	4,7	-12,91332052
H01	43,5333272	5,0235682	14/02/2024	9,765	21,316	4,6	-11,97732421
H07	43,5	5,10889	14/02/2024	9,729	19,19	4,6	-12,43497619
H19	43,4711	5,20694	14/02/2024	10,063	23,317	4,6	-10,67286458
H16	43,4022	5,13028	14/02/2024	9,554	18,991	4,3	-12,91235738
H03	43,4783692	5,0175865	14/02/2024	9,37	20,632	4	-13,15652335
H07	43,5	5,10889	14/02/2024	9,499	19,113	4	-13,04455417
H19	43,4711	5,20694	14/02/2024	9,978	21,998	3,9	-11,26736819
H12	43,4423232	5,0972381	14/02/2024	9,642	18,951	3,7	-12,68595697
H04	43,5167614	5,0694522	14/02/2024	9,262	19,053	3,6	-13,68234962
H04	43,5167614	5,0694522	14/02/2024	9,313	19,074	3,6	-13,54323699
H01	43,5333272	5,0235682	14/02/2024	9,375	20,449	3,4	-13,1778175
H08	43,4669426	5,0910294	14/02/2024	9,687	18,918	3,2	-12,57198328
H07	43,5	5,10889	14/02/2024	9,444	18,999	3,2	-13,20182395
H19	43,4711	5,20694	14/02/2024	9,732	20,312	3,2	-12,26557355
H16	43,4022	5,13028	14/02/2024	9,553	18,873	3,1	-12,92630591
H13	43.415184	5.064785	14/02/2024	9,891	18,858	2,8	-12,05194839
H18	43,4424421	5,1847996	14/02/2024	9,872	19,518	2,6	-12,02726758
H18	43,4424421	5,1847996	14/02/2024	9,827	19,446	2,5	-12,15184694
H04	43,5167614	5,0694522	14/02/2024	9,437	19,087	2,5	-13,21133135
H16	43,4022	5,13028	14/02/2024	9,636	18,781	2,3	-12,71721385
H01	43,5333272	5,0235682	14/02/2024	9,056	19,948	2,3	-14,12418019
H19	43,4711	5,20694	14/02/2024	9,698	19,52	2,2	-12,47531859
H18	43,4424421	5,1847996	14/02/2024	9,611	18,199	2	-12,82221784
H08	43,4669426	5,0910294	14/02/2024	9,772	18,964	1,9	-12,34747142
H07	43,5	5,10889	14/02/2024	9,387	19,047	1,9	-13,34838496
H01	43,5333272	5,0235682	14/02/2024	9,25	18,932	1,7	-13,72674711
H03	43,4783692	5,0175865	14/02/2024	9,24	18,904	1,4	-13,75636017
H12	43,4423232	5,0972381	14/02/2024	9,762	19,044	1,3	-12,36527309
H04	43,5167614	5,0694522	14/02/2024	9,161	19,208	1,3	-13,93837247
H18	43,4424421	5,1847996	14/02/2024	9,4	18,077	1,2	-13,38437772
H16	43,4022	5,13028	14/02/2024	9,827	18,76	1,2	-12,22452741
H13	43.415184	5.064785	14/02/2024	9,617	18,881	1,1	-12,75786595
H12	43,4423232	5,0972381	14/02/2024	9,514	18,947	1,1	-13,02192893
H08	43,4669426	5,0910294	14/02/2024	9,378	18,9	1,1	-13,38686654
H19	43,4711	5,20694	14/02/2024	9,749	17,973	1,1	-12,47292134
H13	43.415184	5.064785	14/02/2024	9,541	18,91	1	-12,95438981
H01	43,5333272	5,0235682	14/02/2024	9,284	18,853	0,6	-13,64271617
H03	43,4783692	5,0175865	14/02/2024	9,015	18,874	0,3	-14,37119625
H19	43,4711	5,20694	14/02/2024	9,984	18,011	0,3	-11,86983566
H16	43,4022	5,13028	14/02/2024	9,294	14,57	0,2	-13,37403992
H08	43,4669426	5,0910294	14/02/2024	8,837	18,172	0,2	-14,91292019
H13	43.415184	5.064785	14/02/2024	8,777	19,3	0,1	-14,98554163
H12	43,4423232	5,0972381	14/02/2024	8,78	18,549	0,1	-15,04932298
H12	43,4423232	5,0972381	14/02/2024	8,95	18,445	0,1	-14,58413986
H01	43,5333272	5,0235682	14/02/2024	9,45	18,784	0,1	-13,20603597
H04	43,5167614	5,0694522	14/02/2024	8,542	0	0,1	-0,862632982
H07	43,5	5,10889	14/02/2024	7,817	0	0,1	-2,844424122
H19	43,4711	5,20694	14/02/2024	9,586	18,257	0,1	-12,88467638
H08	43,4669426	5,0910294	14/03/2024	11,112	18,861	4,9	-9,087231827
H16	43,4022	5,13028	14/03/2024	11,247	18,876	4,8	-8,776703028
H13	43.415184	5.064785	14/03/2024	11,191	18,516	4,8	-8,933239805
H13	43.415184	5.064785	14/03/2024	11,184	18,544	4,7	-8,947311151
H13	43.415184	5.064785	14/03/2024	11,191	18,554	4,7	-8,930579984
H13	43.415184	5.064785	14/03/2024	11,204	18,559	4,7	-8,900493063
H13	43.415184	5.064785	14/03/2024	11,203	18,568	4,7	-8,90213323
H12	43,4423232	5,0972381	14/03/2024	11,236	18,65	4,7	-8,820700486
H13	43.415184	5.064785	14/03/2024	11,24	18,513	4,6	-8,821558132
H07	43,5	5,10889	14/03/2024	11,178	18,859	4,6	-8,935806316
H07	43,5	5,10889	14/03/2024	11,174	18,858	4,6	-8,945059495
H16	43,4022	5,13028	14/03/2024	11,323	18,799	4,5	-8,611026443
H01	43,5333272	5,0235682	14/03/2024	11,769	20,097	4,5	-7,46257653
H07	43,5	5,10889	14/03/2024	11,177	18,862	4,5	-8,937827669
H07	43,5	5,10889	14/03/2024	11,18	18,866	4,5	-8,930596701
H07	43,5	5,10889	14/03/2024	11,161	18,862	4,5	-8,97450404
H19	43,4711	5,20694	14/03/2024	11,466	18,694	4,5	-8,298249871
H01	43,5333272	5,0235682	14/03/2024	11,778	19,685	4,4	-7,503721668
H19	43,4711	5,20694	14/03/2024	11,466	18,514	4,4	-8,311559447
H13	43.415184	5.064785	14/03/2024	11,389	18,506	4,3	-8,484716547
H13	43.415184	5.064785	14/03/2024	11,295	18,555	4,3	-8,693601748
H08	43,4669426	5,0910294	14/03/2024	11,186	18,762	4,2	-8,925901948
H16	43,4022	5,13028	14/03/2024	11,393	18,708	4,1	-8,460733411
H01	43,5333272	5,0235682	14/03/2024	11,153	18,994	4,1	-8,98047917
H07	43,5	5,10889	14/03/2024	11,199	18,855	4,1	-8,888107793
H07	43,5	5,10889	14/03/2024	11,166	18,855	4,1	-8,963664693
H19	43,4711	5,20694	14/03/2024	11,458	18,721	3,9	-8,313962115
H01	43,5333272	5,0235682	14/03/2024	11,181	18,808	3,8	-8,933429977
H04	43,5167614	5,0694522	14/03/2024	11,881	18,801	3,8	-7,379049983
H04	43,5167614	5,0694522	14/03/2024	11,945	18,774	3,8	-7,243880457
H16	43,4022	5,13028	14/03/2024	11,402	18,722	3,7	-8,439376751
H12	43,4423232	5,0972381	14/03/2024	11,317	18,452	3,7	-8,650759185
H08	43,4669426	5,0910294	14/03/2024	11,194	18,717	3,6	-8,911306304
H13	43.415184	5.064785	14/03/2024	11,408	18,566	3,5	-8,437824655
H16	43,4022	5,13028	14/03/2024	11,446	18,728	3,4	-8,340233621
H13	43.415184	5.064785	14/03/2024	11,379	18,565	3,4	-8,503097274
H01	43,5333272	5,0235682	14/03/2024	11,234	18,72	3,4	-8,819721993
H04	43,5167614	5,0694522	14/03/2024	11,528	18,313	3,3	-8,185924564
H04	43,5167614	5,0694522	14/03/2024	11,534	18,24	3,3	-8,176518654
H07	43,5	5,10889	14/03/2024	11,221	18,857	3,3	-8,837677633
H19	43,4711	5,20694	14/03/2024	11,491	18,69	3,2	-8,24277819
H16	43,4022	5,13028	14/03/2024	11,665	18,66	3,1	-7,860196387
H16	43,4022	5,13028	14/03/2024	11,555	18,709	3,1	-8,099001077
H16	43,4022	5,13028	14/03/2024	11,565	18,722	3,1	-8,075796997
H01	43,5333272	5,0235682	14/03/2024	11,712	18,491	3,1	-7,769388491
H01	43,5333272	5,0235682	14/03/2024	11,373	18,623	3,1	-8,512348611
H18	43,4424421	5,1847996	14/03/2024	11,234	18,642	2,9	-8,825873264
H18	43,4424421	5,1847996	14/03/2024	11,233	18,635	2,9	-8,828686985
H13	43.415184	5.064785	14/03/2024	11,382	18,53	2,9	-8,498815275
H04	43,5167614	5,0694522	14/03/2024	11,571	18,286	2,9	-8,092037072
H04	43,5167614	5,0694522	14/03/2024	11,567	18,279	2,9	-8,101273005
H04	43,5167614	5,0694522	14/03/2024	11,564	18,297	2,9	-8,106937827
H07	43,5	5,10889	14/03/2024	11,287	18,738	2,9	-8,697712098
H18	43,4424421	5,1847996	14/03/2024	11,247	18,637	2,8	-8,79663626
H18	43,4424421	5,1847996	14/03/2024	11,234	18,648	2,8	-8,825413201
H16	43,4022	5,13028	14/03/2024	11,779	18,729	2,8	-7,605720864
H01	43,5333272	5,0235682	14/03/2024	11,897	18,446	2,7	-7,371111763
H16	43,4022	5,13028	14/03/2024	11,814	18,724	2,6	-7,530176024
H12	43,4423232	5,0972381	14/03/2024	11,393	18,378	2,6	-8,48392616
H08	43,4669426	5,0910294	14/03/2024	11,306	18,722	2,6	-8,655943321
H04	43,5167614	5,0694522	14/03/2024	11,629	18,251	2,6	-7,965818421
H04	43,5167614	5,0694522	14/03/2024	11,578	18,312	2,6	-8,075111232
H19	43,4711	5,20694	14/03/2024	11,565	18,58	2,6	-8,086686515
H16	43,4022	5,13028	14/03/2024	11,679	18,719	2,5	-7,824826127
H18	43,4424421	5,1847996	14/03/2024	11,32	18,577	2,4	-8,635392176
H13	43.415184	5.064785	14/03/2024	11,382	18,492	2,4	-8,501412726
H01	43,5333272	5,0235682	14/03/2024	12,186	18,304	2,4	-6,765790413
H01	43,5333272	5,0235682	14/03/2024	12,152	18,317	2,4	-6,836461879
H07	43,5	5,10889	14/03/2024	11,418	18,649	2,4	-8,409220479
H16	43,4022	5,13028	14/03/2024	11,711	18,623	2,3	-7,762223749
H13	43.415184	5.064785	14/03/2024	11,285	18,499	2,2	-8,720175998
H01	43,5333272	5,0235682	14/03/2024	12,414	18,018	2,1	-6,305779845
H04	43,5167614	5,0694522	14/03/2024	11,801	18,279	2,1	-7,588327785
H01	43,5333272	5,0235682	14/03/2024	12,396	18,038	2	-6,342031813
H16	43,4022	5,13028	14/03/2024	11,635	18,576	1,9	-7,932412594
H16	43,4022	5,13028	14/03/2024	11,641	18,579	1,9	-7,918992013
H13	43.415184	5.064785	14/03/2024	11,292	18,424	1,9	-8,709196956
H08	43,4669426	5,0910294	14/03/2024	11,579	18,659	1,9	-8,049791143
H08	43,4669426	5,0910294	14/03/2024	11,17	18,782	1,9	-8,960862919
H07	43,5	5,10889	14/03/2024	11,951	18,542	1,9	-7,248820067
H07	43,5	5,10889	14/03/2024	11,677	18,644	1,9	-7,835091839
H19	43,4711	5,20694	14/03/2024	11,745	18,368	1,9	-7,705093264
H18	43,4424421	5,1847996	14/03/2024	11,448	18,55	1,8	-8,349301303
H13	43.415184	5.064785	14/03/2024	11,312	18,422	1,8	-8,663994669
H04	43,5167614	5,0694522	14/03/2024	11,965	18,28	1,8	-7,235035514
H04	43,5167614	5,0694522	14/03/2024	12,009	18,26	1,7	-7,142195433
H16	43,4022	5,13028	14/03/2024	11,641	18,537	1,6	-7,921973066
H04	43,5167614	5,0694522	14/03/2024	12,019	18,264	1,5	-7,120695281
H18	43,4424421	5,1847996	14/03/2024	11,745	18,448	1,4	-7,70015538
H13	43.415184	5.064785	14/03/2024	11,382	18,354	1,4	-8,510098235
H01	43,5333272	5,0235682	14/03/2024	12,55	17,859	1,4	-6,033204256
H13	43.415184	5.064785	14/03/2024	11,403	18,349	1,3	-8,463168473
H12	43,4423232	5,0972381	14/03/2024	11,525	18,173	1,3	-8,199825879
H07	43,5	5,10889	14/03/2024	12,908	18,605	1,3	-5,281170232
H16	43,4022	5,13028	14/03/2024	11,688	18,518	1,2	-7,820092298
H04	43,5167614	5,0694522	14/03/2024	12,058	18,193	1,2	-7,041425466
H04	43,5167614	5,0694522	14/03/2024	12,025	18,184	1,1	-7,111944238
H19	43,4711	5,20694	14/03/2024	12,098	18,338	1,1	-6,949108302
H08	43,4669426	5,0910294	14/03/2024	12,647	18,324	1	-5,817909992
H13	43.415184	5.064785	14/03/2024	11,575	18,33	0,9	-8,080732856
H04	43,5167614	5,0694522	14/03/2024	12,547	18,073	0,9	-6,032055644
H04	43,5167614	5,0694522	14/03/2024	12,429	18,13	0,9	-6,270436824
H07	43,5	5,10889	14/03/2024	13,25	18,481	0,9	-4,628481258
H18	43,4424421	5,1847996	14/03/2024	11,879	18,207	0,8	-7,423388617
H01	43,5333272	5,0235682	14/03/2024	13,167	17,697	0,8	-4,819135445
H01	43,5333272	5,0235682	14/03/2024	12,895	17,803	0,8	-5,345342951
H07	43,5	5,10889	14/03/2024	13,317	18,395	0,7	-4,506699134
H12	43,4423232	5,0972381	14/03/2024	12,059	18,021	0,5	-7,046679515
H04	43,5167614	5,0694522	14/03/2024	13,137	18,117	0,5	-4,864235197
H16	43,4022	5,13028	14/03/2024	11,588	15,684	0,4	-7,971358241
H19	43,4711	5,20694	14/03/2024	12,382	18,286	0,4	-6,359426628
H13	43.415184	5.064785	14/03/2024	11,691	18,307	0,3	-7,826609774
H01	43,5333272	5,0235682	14/03/2024	14,062	17,638	0,3	-3,17264508
H01	43,5333272	5,0235682	14/03/2024	13,722	17,782	0,3	-3,779782207
H18	43,4424421	5,1847996	14/03/2024	12,834	17,647	0,1	-5,468542052
H13	43.415184	5.064785	14/03/2024	11,124	17,859	0,1	-9,118741149
H01	43,5333272	5,0235682	29/04/2024	13,032	20,392	5	-4,82067297
H13	43.415184	5.064785	29/04/2024	12,908	20,351	4,9	-5,069196299
H03	43,4783692	5,0175865	29/04/2024	12,967	19,718	4,9	-5,049804326
H07	43,5	5,10889	29/04/2024	13,012	20,611	4,9	-4,821079279
H12	43,4423232	5,0972381	29/04/2024	12,841	20,522	4,8	-5,171382573
H19	43,4711	5,20694	29/04/2024	13,066	20,887	4,8	-4,664919033
H19	43,4711	5,20694	29/04/2024	13,073	20,876	4,8	-4,653547631
H19	43,4711	5,20694	29/04/2024	13,078	20,858	4,8	-4,647380633
H16	43,4022	5,13028	29/04/2024	12,977	21,077	4,6	-4,799572052
H08	43,4669426	5,0910294	29/04/2024	13,028	20,344	4,6	-4,836510636
H07	43,5	5,10889	29/04/2024	12,929	20,601	4,6	-4,984523536
H07	43,5	5,10889	29/04/2024	13,065	20,591	4,6	-4,722109966
H13	43.415184	5.064785	29/04/2024	12,876	20,213	4,2	-5,1547156
H01	43,5333272	5,0235682	29/04/2024	13,036	20,407	4,2	-4,810374891
H04	43,5167614	5,0694522	29/04/2024	13,146	20,425	4,2	-4,595376459
H19	43,4711	5,20694	29/04/2024	13,076	20,802	4,2	-4,661935266
H12	43,4423232	5,0972381	29/04/2024	12,832	20,417	4	-5,20742827
H13	43.415184	5.064785	29/04/2024	12,869	20,162	3,9	-5,176631738
H16	43,4022	5,13028	29/04/2024	12,959	20,995	3,8	-4,851113109
H08	43,4669426	5,0910294	29/04/2024	12,997	20,222	3,8	-4,916720359
H04	43,5167614	5,0694522	29/04/2024	13,172	20,441	3,8	-4,542860099
H16	43,4022	5,13028	29/04/2024	13,051	20,917	3,6	-4,688039395
H01	43,5333272	5,0235682	29/04/2024	13,018	20,384	3,4	-4,849167625
H07	43,5	5,10889	29/04/2024	12,93	20,472	3,3	-5,005435983
H01	43,5333272	5,0235682	29/04/2024	13,124	20,313	3,1	-4,656427567
H13	43.415184	5.064785	29/04/2024	12,925	20,009	3	-5,09036776
H18	43,4424421	5,1847996	29/04/2024	13,144	20,674	2,9	-4,555108054
H04	43,5167614	5,0694522	29/04/2024	13,161	20,432	2,9	-4,565447232
H03	43,4783692	5,0175865	29/04/2024	13,277	19,463	2,8	-4,486021734
H07	43,5	5,10889	29/04/2024	13,011	20,386	2,7	-4,862411368
H12	43,4423232	5,0972381	29/04/2024	12,899	20,263	2,6	-5,101433574
H18	43,4424421	5,1847996	29/04/2024	13,185	20,479	2,5	-4,511460905
H19	43,4711	5,20694	29/04/2024	13,201	19,811	2,5	-4,585462231
H08	43,4669426	5,0910294	29/04/2024	13,031	20,044	2,4	-4,878582627
H04	43,5167614	5,0694522	29/04/2024	13,204	20,298	2,2	-4,505779823
H07	43,5	5,10889	29/04/2024	13,243	20,211	2,2	-4,445638831
H07	43,5	5,10889	29/04/2024	13,151	20,242	2,2	-4,616231193
H13	43.415184	5.064785	29/04/2024	13,104	19,708	2,1	-4,7855502
H18	43,4424421	5,1847996	29/04/2024	13,24	19,527	1,9	-4,548495363
H12	43,4423232	5,0972381	29/04/2024	13,024	20,12	1,9	-4,880461124
H16	43,4022	5,13028	29/04/2024	13,063	20,231	1,8	-4,787352382
H08	43,4669426	5,0910294	29/04/2024	13,123	19,783	1,8	-4,738784872
H03	43,4783692	5,0175865	29/04/2024	13,457	18,799	1,7	-4,214901814
H07	43,5	5,10889	29/04/2024	13,339	20,091	1,6	-4,282788551
H19	43,4711	5,20694	29/04/2024	13,254	19,435	1,6	-4,533036798
H18	43,4424421	5,1847996	29/04/2024	13,228	19,071	1,5	-4,62213595
H04	43,5167614	5,0694522	29/04/2024	13,307	20,196	1,4	-4,326765409
H08	43,4669426	5,0910294	29/04/2024	13,17	19,723	1,3	-4,656776732
H01	43,5333272	5,0235682	29/04/2024	13,626	19,449	1,2	-3,836446685
H18	43,4424421	5,1847996	29/04/2024	13,267	18,758	1,1	-4,576021915
H13	43.415184	5.064785	29/04/2024	13,332	19,265	1,1	-4,404704205
H07	43,5	5,10889	29/04/2024	13,431	19,765	1,1	-4,157365102
H12	43,4423232	5,0972381	29/04/2024	13,199	19,983	1	-4,564561476
H04	43,5167614	5,0694522	29/04/2024	13,475	20,094	0,9	-4,027742362
H19	43,4711	5,20694	29/04/2024	13,465	18,935	0,8	-4,188186771
H18	43,4424421	5,1847996	29/04/2024	13,582	18,446	0,6	-4,008516187
H08	43,4669426	5,0910294	29/04/2024	13,225	19,662	0,6	-4,559836936
H03	43,4783692	5,0175865	29/04/2024	13,876	18,575	0,5	-3,464972274
H16	43,4022	5,13028	29/04/2024	13,246	19,546	0,4	-4,53471812
H13	43.415184	5.064785	29/04/2024	13,461	18,6	0,4	-4,222773063
H12	43,4423232	5,0972381	29/04/2024	13,29	19,959	0,4	-4,395123098
H04	43,5167614	5,0694522	29/04/2024	13,87	19,874	0,4	-3,338619371
H07	43,5	5,10889	29/04/2024	13,825	19,581	0,4	-3,458444879
H07	43,5	5,10889	29/04/2024	13,633	19,682	0,4	-3,794487841
H16	43,4022	5,13028	29/04/2024	13,365	10,694	0,1	-2,744328458
H19	43,4711	5,20694	29/04/2024	14,056	18,76	0,1	-3,130888789
H13	43.415184	5.064785	09/07/2024	23,689	24,328	5	8,572211099
H08	43,4669426	5,0910294	09/07/2024	23,887	24,324	5	8,691689025
H01	43,5333272	5,0235682	09/07/2024	24,004	24,464	4,8	8,793825547
H01	43,5333272	5,0235682	09/07/2024	23,976	24,413	4,5	8,765428037
H07	43,5	5,10889	09/07/2024	24,036	24,362	4,5	8,789358344
H08	43,4669426	5,0910294	09/07/2024	23,924	24,331	4,3	8,715520049
H13	43.415184	5.064785	09/07/2024	23,711	24,326	4,2	8,585248823
H03	43,4783692	5,0175865	09/07/2024	23,997	24,155	4,2	8,719185687
H01	43,5333272	5,0235682	09/07/2024	24,022	24,433	4,1	8,797351696
H07	43,5	5,10889	09/07/2024	24,378	24,261	4	8,965807471
H12	43,4423232	5,0972381	09/07/2024	23,819	24,292	3,8	8,643259335
H07	43,5	5,10889	09/07/2024	24,072	24,411	3,7	8,821850506
H13	43.415184	5.064785	09/07/2024	23,736	24,369	3,6	8,610509108
H08	43,4669426	5,0910294	09/07/2024	23,964	24,3	3,5	8,732364493
H04	43,5167614	5,0694522	09/07/2024	24,499	24,006	3,5	8,978734378
H01	43,5333272	5,0235682	09/07/2024	24,18	24,368	3,3	8,875390508
H04	43,5167614	5,0694522	09/07/2024	24,46	24,103	3,3	8,977705252
H13	43.415184	5.064785	09/07/2024	23,749	24,33	3,2	8,609419787
