nom station	Lat	Long	date	temp	Sal	Dep25	Predation
H19	43,4711	5,20694	09/07/2024	25,075	22,911	3,1	9,078220243
H08	43,4669426	5,0910294	09/07/2024	23,981	24,261	3	8,733627909
H03	43,4783692	5,0175865	09/07/2024	24,081	24,156	3	8,76932849
H12	43,4423232	5,0972381	09/07/2024	23,881	24,248	2,8	8,670680704
H04	43,5167614	5,0694522	09/07/2024	24,6	23,911	2,8	9,015466334
H18	43,4424421	5,1847996	09/07/2024	24,764	23,827	2,7	9,089502709
H18	43,4424421	5,1847996	09/07/2024	24,816	23,865	2,7	9,126387663
H13	43.415184	5.064785	09/07/2024	23,766	24,296	2,6	8,61194925
H03	43,4783692	5,0175865	09/07/2024	24,176	24,142	2,4	8,822145489
H01	43,5333272	5,0235682	09/07/2024	24,549	24,202	2,4	9,049970171
H08	43,4669426	5,0910294	09/07/2024	24,05	24,224	2,3	8,766280965
H04	43,5167614	5,0694522	09/07/2024	24,742	23,771	2,1	9,065440946
H19	43,4711	5,20694	09/07/2024	25,382	22,827	1,9	9,229077088
H18	43,4424421	5,1847996	09/07/2024	24,578	23,236	1,8	8,862831183
H07	43,5	5,10889	09/07/2024	25,075	23,96	1,8	9,287916054
H01	43,5333272	5,0235682	09/07/2024	24,817	23,946	1,7	9,144126144
H08	43,4669426	5,0910294	09/07/2024	24,249	24,262	1,5	8,891605886
H04	43,5167614	5,0694522	09/07/2024	25,105	23,725	1,4	9,25518087
H13	43.415184	5.064785	09/07/2024	23,77	24,322	1,3	8,620380017
H12	43,4423232	5,0972381	09/07/2024	23,994	24,189	1,3	8,725065206
H19	43,4711	5,20694	09/07/2024	25,419	22,806	1,3	9,245013484
H03	43,4783692	5,0175865	09/07/2024	24,443	24,091	1,2	8,965367957
H18	43,4424421	5,1847996	09/07/2024	24,629	23,083	1,1	8,86161983
H13	43.415184	5.064785	09/07/2024	23,687	24,447	1	8,598682462
H01	43,5333272	5,0235682	09/07/2024	25,227	23,765	0,9	9,32891616
H19	43,4711	5,20694	09/07/2024	25,515	22,731	0,5	9,282486124
H04	43,5167614	5,0694522	09/07/2024	24,601	23,857	0,4	9,004479722
H19	43,4711	5,20694	09/07/2024	26,348	22,306	0,4	9,638582334
H18	43,4424421	5,1847996	09/07/2024	25,043	22,723	0,3	9,025583821
H08	43,4669426	5,0910294	09/07/2024	23,679	24,652	0,3	8,642104785
H01	43,5333272	5,0235682	09/07/2024	25,851	23,634	0,2	9,62727596
H16	43,4022	5,13028	09/07/2024	21,017	0,01	0,1	18,33093703
H13	43.415184	5.064785	09/07/2024	21,95	0,012	0,1	18,9515901
H12	43,4423232	5,0972381	27/08/2024	24,433	27,145	4,9	9,695356139
H04	43,5167614	5,0694522	27/08/2024	24,43	26,956	4,8	9,645675114
H04	43,5167614	5,0694522	27/08/2024	24,429	26,937	4,8	9,640313475
H04	43,5167614	5,0694522	27/08/2024	24,433	26,944	4,8	9,644242483
H04	43,5167614	5,0694522	27/08/2024	24,419	26,964	4,6	9,641787314
H19	43,4711	5,20694	27/08/2024	24,641	27,091	4,4	9,79185527
H03	43,4783692	5,0175865	27/08/2024	24,292	26,734	4,2	9,514248592
H04	43,5167614	5,0694522	27/08/2024	24,409	26,943	4,2	9,631062231
H04	43,5167614	5,0694522	27/08/2024	24,402	27,039	4,2	9,651714975
H07	43,5	5,10889	27/08/2024	24,413	27,067	4,1	9,664762975
H04	43,5167614	5,0694522	27/08/2024	24,412	27,011	4,1	9,649969841
H08	43,4669426	5,0910294	27/08/2024	24,663	26,958	3,9	9,769986929
H12	43,4423232	5,0972381	27/08/2024	24,663	26,958	3,9	9,769986929
H18	43,4424421	5,1847996	27/08/2024	24,836	25,76	3,7	9,567117028
H18	43,4424421	5,1847996	27/08/2024	24,863	25,726	3,7	9,573318121
H18	43,4424421	5,1847996	27/08/2024	24,866	25,853	3,7	9,60530587
H18	43,4424421	5,1847996	27/08/2024	24,867	25,794	3,7	9,591693125
H18	43,4424421	5,1847996	27/08/2024	24,86	25,798	3,7	9,588945488
H03	43,4783692	5,0175865	27/08/2024	24,337	26,741	3,3	9,54066601
H19	43,4711	5,20694	27/08/2024	24,677	27,041	3,2	9,798142013
H07	43,5	5,10889	27/08/2024	24,532	27,019	2,9	9,716166332
H04	43,5167614	5,0694522	27/08/2024	24,434	27,025	2,9	9,66535446
H08	43,4669426	5,0910294	27/08/2024	24,696	26,923	2,4	9,778522142
H12	43,4423232	5,0972381	27/08/2024	24,696	26,923	2,4	9,778522142
H04	43,5167614	5,0694522	27/08/2024	24,457	27,041	2,3	9,681747193
H18	43,4424421	5,1847996	27/08/2024	24,8	25,629	2	9,516628217
H07	43,5	5,10889	27/08/2024	24,696	26,97	2	9,790283161
H04	43,5167614	5,0694522	27/08/2024	24,479	26,956	2	9,671964623
H03	43,4783692	5,0175865	27/08/2024	24,43	26,747	1,8	9,59272568
H18	43,4424421	5,1847996	27/08/2024	24,815	25,565	1,7	9,509416081
H19	43,4711	5,20694	27/08/2024	25,241	26,835	1,5	10,03480758
H07	43,5	5,10889	27/08/2024	24,917	26,897	1,1	9,886513066
H08	43,4669426	5,0910294	27/08/2024	24,911	26,885	0,9	9,880474181
H04	43,5167614	5,0694522	27/08/2024	24,499	27,001	0,9	9,694044813
H12	43,4423232	5,0972381	27/08/2024	24,911	26,885	0,9	9,880474181
H03	43,4783692	5,0175865	27/08/2024	24,416	26,833	0,6	9,606924034
H07	43,5	5,10889	27/08/2024	25,382	26,64	0,3	10,05762988
H07	43,5	5,10889	27/08/2024	24,8	27,195	0,3	9,900494004
H04	43,5167614	5,0694522	27/08/2024	24,614	26,961	0,3	9,744955109
H04	43,5167614	5,0694522	27/08/2024	24,607	26,98	0,2	9,74604072
H03	43,4783692	5,0175865	27/08/2024	24,167	0,012	0,1	20,17701145
H04	43,5167614	5,0694522	27/08/2024	24,619	27,001	0,1	9,757650305
H01	43,5333272	5,0235682	19/09/2024	17,754	26,015	4,9	3,936047269
H08	43,4669426	5,0910294	19/09/2024	18,083	26,52	4,8	4,478872911
H19	43,4711	5,20694	19/09/2024	17,97	26,488	4,3	4,340656253
H19	43,4711	5,20694	19/09/2024	17,978	26,51	4,3	4,357036062
H16	43,4022	5,13028	19/09/2024	17,982	26,635	4,2	4,403125315
H13	43.415184	5.064785	19/09/2024	17,715	26,49	4,2	4,047297942
H04	43,5167614	5,0694522	19/09/2024	18,083	26,037	4,1	4,321098514
H07	43,5	5,10889	19/09/2024	18,719	26,332	3,9	5,107229642
H13	43.415184	5.064785	19/09/2024	17,747	26,481	3,8	4,081647899
H12	43,4423232	5,0972381	19/09/2024	18,186	26,537	3,8	4,599391384
H03	43,4783692	5,0175865	19/09/2024	17,715	25,849	3,8	3,836383291
H13	43.415184	5.064785	19/09/2024	17,822	26,32	3,7	4,115292328
H04	43,5167614	5,0694522	19/09/2024	18,168	25,914	3,7	4,377060569
H19	43,4711	5,20694	19/09/2024	17,999	26,477	3,3	4,369930493
H16	43,4022	5,13028	19/09/2024	18,066	26,43	3,2	4,430082913
H01	43,5333272	5,0235682	19/09/2024	18,002	25,807	3,1	4,155372044
H08	43,4669426	5,0910294	19/09/2024	18,223	26,523	3	4,635738675
H04	43,5167614	5,0694522	19/09/2024	18,457	25,699	3	4,627542755
H07	43,5	5,10889	19/09/2024	18,794	26,358	3	5,193713979
H13	43.415184	5.064785	19/09/2024	17,899	26,238	2,5	4,177084296
H13	43.415184	5.064785	19/09/2024	17,878	26,264	2,5	4,161477425
H19	43,4711	5,20694	19/09/2024	18,19	26,511	2,4	4,595267422
H08	43,4669426	5,0910294	19/09/2024	18,248	26,511	2,4	4,659376008
H03	43,4783692	5,0175865	19/09/2024	17,843	25,742	2,4	3,951589567
H19	43,4711	5,20694	19/09/2024	18,076	26,481	2,4	4,458136482
H04	43,5167614	5,0694522	19/09/2024	18,574	25,643	2,3	4,736304035
H19	43,4711	5,20694	19/09/2024	18,347	26,432	2,2	4,74204375
H07	43,5	5,10889	19/09/2024	18,842	26,343	2,1	5,23860196
H16	43,4022	5,13028	19/09/2024	18,173	26,245	1,9	4,489362377
H13	43.415184	5.064785	19/09/2024	17,95	26,235	1,8	4,234520298
H01	43,5333272	5,0235682	19/09/2024	18,403	25,557	1,8	4,524472787
H08	43,4669426	5,0910294	19/09/2024	18,254	26,456	1,7	4,647952265
H03	43,4783692	5,0175865	19/09/2024	18,097	25,646	1,7	4,212113499
H12	43,4423232	5,0972381	19/09/2024	18,29	26,579	1,6	4,72786571
H01	43,5333272	5,0235682	19/09/2024	18,09	25,778	1,6	4,24601702
H19	43,4711	5,20694	19/09/2024	18,286	26,412	1,5	4,66876499
H04	43,5167614	5,0694522	19/09/2024	18,68	25,624	1,4	4,843384356
H19	43,4711	5,20694	19/09/2024	18,405	26,381	1,3	4,788514513
H07	43,5	5,10889	19/09/2024	18,986	26,359	1,2	5,391105079
H16	43,4022	5,13028	19/09/2024	18,097	26,208	1	4,392276648
H19	43,4711	5,20694	19/09/2024	18,664	26,029	0,5	4,952993838
H08	43,4669426	5,0910294	19/09/2024	18,035	26,644	0,5	4,466019075
H04	43,5167614	5,0694522	19/09/2024	18,181	24,14	0,5	3,856997432
H07	43,5	5,10889	19/09/2024	18,968	26,519	0,5	5,423807991
H12	43,4423232	5,0972381	19/09/2024	18,329	26,601	0,4	4,777732905
H03	43,4783692	5,0175865	19/09/2024	18,353	25,818	0,4	4,551463958
H01	43,5333272	5,0235682	19/09/2024	18,264	24,991	0,4	4,197926981
H16	43,4022	5,13028	19/09/2024	17,704	25,878	0,3	3,83282335
H13	43.415184	5.064785	19/09/2024	18,122	26,153	0,3	4,402482081
H19	43,4711	5,20694	19/09/2024	18,003	26,778	0,2	4,474671243
H08	43,4669426	5,0910294	22/10/2024	18,888	25,281	4,8	4,957170145
H19	43,4711	5,20694	22/10/2024	19,141	25,585	4,8	5,307517739
H07	43,5	5,10889	22/10/2024	18,934	25,025	4,5	4,928811871
H16	43,4022	5,13028	22/10/2024	18,812	25,174	4,4	4,845824971
H03	43,4783692	5,0175865	22/10/2024	18,65	25,06	4,4	4,640294673
H13	43.415184	5.064785	22/10/2024	18,961	24,907	4,3	4,922193263
H01	43,5333272	5,0235682	22/10/2024	18,83	25,622	4,3	5,000358698
H04	43,5167614	5,0694522	22/10/2024	18,898	25,245	4,1	4,956767934
H19	43,4711	5,20694	22/10/2024	19,42	25,53	3,9	5,567407411
H04	43,5167614	5,0694522	22/10/2024	18,926	25,256	3,7	4,989071758
H03	43,4783692	5,0175865	22/10/2024	18,707	24,85	3,5	4,639060924
H07	43,5	5,10889	22/10/2024	19,285	25,014	3,5	5,282178719
H03	43,4783692	5,0175865	22/10/2024	18,724	24,298	3,4	4,499086504
H01	43,5333272	5,0235682	22/10/2024	18,969	25,235	3,2	5,027181285
H01	43,5333272	5,0235682	22/10/2024	18,813	25,512	3,2	4,948942364
H16	43,4022	5,13028	22/10/2024	18,913	24,837	3,1	4,852038643
H12	43,4423232	5,0972381	22/10/2024	18,83	24,73	3,1	4,734248749
H13	43.415184	5.064785	22/10/2024	18,956	24,882	3	4,909739082
H18	43,4424421	5,1847996	22/10/2024	19,242	25,016	2,6	5,239826084
H07	43,5	5,10889	22/10/2024	19,358	25,081	2,6	5,374050481
H19	43,4711	5,20694	22/10/2024	19,748	25,664	2,5	5,92123121
H08	43,4669426	5,0910294	22/10/2024	19,215	25,141	2,1	5,249325508
H04	43,5167614	5,0694522	22/10/2024	19,03	25,092	2,1	5,047431345
H16	43,4022	5,13028	22/10/2024	18,897	24,777	2	4,817979907
H03	43,4783692	5,0175865	22/10/2024	18,848	24,241	2	4,614728974
H01	43,5333272	5,0235682	22/10/2024	19,306	24,866	2	5,260341003
H18	43,4424421	5,1847996	22/10/2024	19,407	24,924	1,9	5,376920926
H04	43,5167614	5,0694522	22/10/2024	18,936	24,899	1,5	4,893972534
H13	43.415184	5.064785	22/10/2024	18,884	24,837	1,4	4,821820871
H18	43,4424421	5,1847996	22/10/2024	19,306	24,545	1,3	5,169284757
H03	43,4783692	5,0175865	22/10/2024	18,89	24,28	1,2	4,669691688
H07	43,5	5,10889	22/10/2024	19,463	25,052	1,1	5,468694839
H19	43,4711	5,20694	22/10/2024	19,703	25,56	1,1	5,847977553
H12	43,4423232	5,0972381	22/10/2024	18,742	24,553	1	4,590367528
H08	43,4669426	5,0910294	22/10/2024	18,988	24,827	1	4,926839642
H07	43,5	5,10889	22/10/2024	19,605	25,03	0,8	5,599834435
H13	43.415184	5.064785	22/10/2024	18,741	24,692	0,7	4,629245241
H08	43,4669426	5,0910294	22/10/2024	18,97	24,844	0,5	4,913177793
H01	43,5333272	5,0235682	22/10/2024	19,002	24,865	0,5	4,952284533
H16	43,4022	5,13028	22/10/2024	18,385	24,652	0,4	4,231987898
H04	43,5167614	5,0694522	22/10/2024	18,446	24,908	0,4	4,37438124
H18	43,4424421	5,1847996	22/10/2024	18,958	24,065	0,3	4,681703484
H18	43,4424421	5,1847996	22/10/2024	19,123	24,113	0,3	4,865145494
H08	43,4669426	5,0910294	22/10/2024	18,714	25	0,3	4,690666842
H03	43,4783692	5,0175865	22/10/2024	18,91	24,295	0,3	4,694801933
H16	43,4022	5,13028	22/10/2024	16,515	0,011	0,2	14,07926211
H13	43.415184	5.064785	22/10/2024	18,575	24,81	0,2	4,485787346
H12	43,4423232	5,0972381	22/10/2024	18,486	24,746	0,2	4,37037554
H07	43,5	5,10889	22/10/2024	19,472	25,323	0,2	5,556604122
H07	43,5	5,10889	22/10/2024	19,276	25,243	0,2	5,340279819
H19	43,4711	5,20694	22/10/2024	19,843	25,415	0,2	5,936557418
H03	43,4783692	5,0175865	22/10/2024	17,476	18,921	0,1	2,00854844
H16	43,4022	5,13028	18/12/2024	9,256	22,334	5	-13,05693073
H01	43,5333272	5,0235682	18/12/2024	9,015	22,012	4,9	-13,79735145
H01	43,5333272	5,0235682	18/12/2024	9,055	22,052	4,9	-13,67744267
H01	43,5333272	5,0235682	18/12/2024	9,078	22,035	4,9	-13,61929803
H07	43,5	5,10889	18/12/2024	9,437	22,101	4,9	-12,63866423
H13	43.415184	5.064785	18/12/2024	8,986	22,055	4,8	-13,86535639
H08	43,4669426	5,0910294	18/12/2024	9,505	22,564	4,8	-12,33100105
H03	43,4783692	5,0175865	18/12/2024	8,952	22,022	4,8	-13,96753171
H16	43,4022	5,13028	18/12/2024	9,37	22,304	4,7	-12,7609861
H07	43,5	5,10889	18/12/2024	9,288	22,056	4,7	-13,04691528
H13	43.415184	5.064785	18/12/2024	8,903	22,071	4,5	-14,08947887
H19	43,4711	5,20694	18/12/2024	8,849	21,866	4,5	-14,29296041
H16	43,4022	5,13028	18/12/2024	9,371	22,302	4,4	-12,75888308
H19	43,4711	5,20694	18/12/2024	8,833	21,811	4,3	-14,35153862
H12	43,4423232	5,0972381	18/12/2024	9,144	21,92	4,1	-13,47032665
H03	43,4783692	5,0175865	18/12/2024	8,931	22	4,1	-14,03117669
H04	43,5167614	5,0694522	18/12/2024	9,448	21,629	4,1	-12,73043766
H13	43.415184	5.064785	18/12/2024	8,783	22,045	4	-14,42940061
H08	43,4669426	5,0910294	18/12/2024	9,39	22,432	3,9	-12,67210271
H04	43,5167614	5,0694522	18/12/2024	9,223	21,54	3,9	-13,35227084
H16	43,4022	5,13028	18/12/2024	9,358	22,327	3,8	-12,78650158
H19	43,4711	5,20694	18/12/2024	8,833	21,818	3,7	-14,34974415
H01	43,5333272	5,0235682	18/12/2024	9,02	21,859	3,4	-13,82365684
H07	43,5	5,10889	18/12/2024	9,215	21,844	3,4	-13,29820029
H16	43,4022	5,13028	18/12/2024	9,285	22,137	3,1	-13,03326034
H13	43.415184	5.064785	18/12/2024	8,688	21,927	3,1	-14,72659161
H12	43,4423232	5,0972381	18/12/2024	9,018	21,769	3,1	-13,85212608
H08	43,4669426	5,0910294	18/12/2024	9,244	22,218	3,1	-13,12116292
H03	43,4783692	5,0175865	18/12/2024	8,808	21,747	3,1	-14,43736098
H04	43,5167614	5,0694522	18/12/2024	8,983	21,513	2,9	-14,01134262
H04	43,5167614	5,0694522	18/12/2024	9,082	21,482	2,9	-13,74804178
H07	43,5	5,10889	18/12/2024	9,017	21,528	2,9	-13,9145008
H18	43,4424421	5,1847996	18/12/2024	8,62	21,925	2,8	-14,91872707
H18	43,4424421	5,1847996	18/12/2024	8,613	21,916	2,7	-14,94087316
H19	43,4711	5,20694	18/12/2024	8,79	21,805	2,7	-14,47273609
H16	43,4022	5,13028	18/12/2024	9,259	22,022	2,6	-13,13362261
H16	43,4022	5,13028	18/12/2024	9,253	22,034	2,6	-13,14654525
H19	43,4711	5,20694	18/12/2024	8,792	21,803	2,5	-14,46767329
H18	43,4424421	5,1847996	18/12/2024	8,623	21,893	2,4	-14,91863063
H13	43.415184	5.064785	18/12/2024	8,663	21,884	2,4	-14,80815935
H01	43,5333272	5,0235682	18/12/2024	9,014	21,637	2,4	-13,89609464
H13	43.415184	5.064785	18/12/2024	8,67	21,8	2,3	-14,81015836
H13	43.415184	5.064785	18/12/2024	8,847	21,791	2,3	-14,31778182
H16	43,4022	5,13028	18/12/2024	9,202	21,872	2,1	-13,3260356
H16	43,4022	5,13028	18/12/2024	9,253	21,94	2,1	-13,17124049
H12	43,4423232	5,0972381	18/12/2024	8,897	21,585	2,1	-14,23079628
H08	43,4669426	5,0910294	18/12/2024	9,049	21,877	2,1	-13,73976296
H03	43,4783692	5,0175865	18/12/2024	8,683	21,405	2	-14,87097127
H16	43,4022	5,13028	18/12/2024	9,104	21,739	1,9	-13,62514751
H04	43,5167614	5,0694522	18/12/2024	8,893	21,19	1,9	-14,33466099
H13	43.415184	5.064785	18/12/2024	8,674	21,69	1,8	-14,82680206
H07	43,5	5,10889	18/12/2024	8,913	21,143	1,8	-14,28987672
H19	43,4711	5,20694	18/12/2024	8,707	21,787	1,8	-14,70949447
H18	43,4424421	5,1847996	18/12/2024	8,666	21,478	1,7	-14,90141536
H03	43,4783692	5,0175865	18/12/2024	8,628	20,552	1,7	-15,20916549
H18	43,4424421	5,1847996	18/12/2024	8,585	21,412	1,6	-15,1461098
H16	43,4022	5,13028	18/12/2024	9,087	21,581	1,5	-13,71052566
H01	43,5333272	5,0235682	18/12/2024	8,951	21,039	1,5	-14,20789392
H12	43,4423232	5,0972381	18/12/2024	8,693	21,494	1,4	-14,82158854
H18	43,4424421	5,1847996	18/12/2024	8,493	21,275	1,2	-15,44003538
H08	43,4669426	5,0910294	18/12/2024	8,67	21,755	1,1	-14,82164476
H03	43,4783692	5,0175865	18/12/2024	8,26	17,305	1,1	-16,57328107
H04	43,5167614	5,0694522	18/12/2024	8,844	21,1	1,1	-14,49056186
H16	43,4022	5,13028	18/12/2024	9,008	21,381	1	-13,97412262
H13	43.415184	5.064785	18/12/2024	8,647	21,439	1	-14,96431923
H19	43,4711	5,20694	18/12/2024	8,673	21,496	0,9	-14,87736703
H13	43.415184	5.064785	18/12/2024	8,193	21,539	0,8	-16,24444639
H13	43.415184	5.064785	18/12/2024	8,534	21,488	0,8	-15,27281534
H01	43,5333272	5,0235682	18/12/2024	8,952	19,764	0,8	-14,43770199
H07	43,5	5,10889	18/12/2024	9,107	21,09	0,8	-13,76978386
H18	43,4424421	5,1847996	18/12/2024	8,557	21,212	0,7	-15,27207386
H12	43,4423232	5,0972381	18/12/2024	8,554	21,195	0,7	-15,28445893
H16	43,4022	5,13028	18/12/2024	8,8	21,072	0,6	-14,6191797
H13	43.415184	5.064785	18/12/2024	7,509	20,722	0,5	-18,48470936
H03	43,4783692	5,0175865	18/12/2024	8,169	15,127	0,5	-16,63714207
H01	43,5333272	5,0235682	18/12/2024	8,669	16,086	0,2	-15,33258749
H04	43,5167614	5,0694522	18/12/2024	9,09	18,693	0,2	-14,18171646
H04	43,5167614	5,0694522	18/12/2024	8,768	19,571	0,2	-14,97617913
H07	43,5	5,10889	18/12/2024	9,316	20,921	0,2	-13,24231992
H16	43,4022	5,13028	18/12/2024	8,498	15,397	0,1	-15,7300766
H12	43,4423232	5,0972381	18/12/2024	8,901	20,989	0,1	-14,35669004
H08	43,4669426	5,0910294	18/12/2024	9,601	10,764	0,1	-11,09388347
H03	43,4783692	5,0175865	18/12/2024	8,2	14,737	0,1	-16,47089145
H07	43,5	5,10889	18/12/2024	9,355	20,727	0,1	-13,17781899
H19	43,4711	5,20694	18/12/2024	9,002	21,312	0,1	-14,0066123
H03	43,4783692	5,0175865	24/01/2025	7,308	21,698	4,9	-18,88456441
H13	43,415184	5,064785	24/01/2025	7,595	21,247	4,8	-18,10534912
H01	43,5333272	5,0235682	24/01/2025	7,426	21,719	4,7	-18,5111332
H08	43,4669426	5,0910294	24/01/2025	7,326	21,142	4,7	-18,96297805
H16	43,4022	5,13028	24/01/2025	7,279	21,035	4,7	-19,13446957
H16	43,4022	5,13028	24/01/2025	7,71	21,146	4,7	-17,77748134
H03	43,4783692	5,0175865	24/01/2025	6,845	21,336	4,4	-20,45141151
H19	43,4711	5,20694	24/01/2025	7,887	21,04	4,4	-17,26690507
H01	43,5333272	5,0235682	24/01/2025	7,405	21,809	4,3	-18,55300207
H16	43,4022	5,13028	24/01/2025	7,305	20,931	4,1	-19,07564974
H19	43,4711	5,20694	24/01/2025	7,883	21,333	4,1	-17,21201902
H04	43,5167614	5,0694522	24/01/2025	6,921	21,196	4	-20,23834161
H16	43,4022	5,13028	24/01/2025	7,386	20,857	4	-18,8382305
H13	43,415184	5,064785	24/01/2025	7,081	21,075	3,9	-19,75245611
H07	43,5	5,10889	24/01/2025	7,201	20,58	3,8	-19,47581743
H08	43,4669426	5,0910294	24/01/2025	7,343	20,863	3,6	-18,97121947
H01	43,5333272	5,0235682	24/01/2025	7,222	21,753	3,4	-19,14068321
H07	43,5	5,10889	24/01/2025	7,169	20,457	3,4	-19,60098484
H19	43,4711	5,20694	24/01/2025	8,135	20,722	3,4	-16,59776359
H16	43,4022	5,13028	24/01/2025	7,633	20,502	3,3	-18,14713793
H03	43,4783692	5,0175865	24/01/2025	6,69	20,581	3,2	-21,12348205
H12	43,4423232	5,0972381	24/01/2025	7,375	20,635	3,2	-18,9182761
H04	43,5167614	5,0694522	24/01/2025	7,096	20,747	3,1	-19,77545205
H04	43,5167614	5,0694522	24/01/2025	6,868	20,823	3,1	-20,49261855
H13	43,415184	5,064785	24/01/2025	6,906	20,633	3,1	-20,40876101
H03	43,4783692	5,0175865	24/01/2025	6,842	20,417	2,9	-20,65837078
H04	43,5167614	5,0694522	24/01/2025	6,824	20,764	2,9	-20,64795066
H08	43,4669426	5,0910294	24/01/2025	7,455	20,44	2,9	-18,70727034
H07	43,5	5,10889	24/01/2025	7,34	20,078	2,8	-19,13020666
H13	43,415184	5,064785	24/01/2025	6,948	20,078	2,8	-20,37579749
H16	43,4022	5,13028	24/01/2025	7,79	20,298	2,8	-17,70760266
H18	43,4424421	5,1847996	24/01/2025	7,762	21,037	2,6	-17,64413908
H01	43,5333272	5,0235682	24/01/2025	6,806	21,269	2,3	-20,59418378
H16	43,4022	5,13028	24/01/2025	7,793	17,456	2,3	-17,96093755
H03	43,4783692	5,0175865	24/01/2025	7,525	19,592	2,2	-18,62973334
H16	43,4022	5,13028	24/01/2025	7,784	19,951	2,2	-17,78467923
H04	43,5167614	5,0694522	24/01/2025	6,88	20,724	2,1	-20,47440456
H13	43,415184	5,064785	24/01/2025	7,574	17,11	2,1	-18,62386718
H07	43,5	5,10889	24/01/2025	7,824	15,606	1,8	-17,73846939
H08	43,4669426	5,0910294	24/01/2025	7,317	19,201	1,8	-19,32660288
H16	43,4022	5,13028	24/01/2025	7,893	13,688	1,8	-17,11050158
H12	43,4423232	5,0972381	24/01/2025	6,987	17,671	1,7	-20,47417905
H13	43,415184	5,064785	24/01/2025	7,728	14,657	1,7	-17,85861979
H19	43,4711	5,20694	24/01/2025	8,112	15,505	1,6	-16,86605921
H18	43,4424421	5,1847996	24/01/2025	8,116	15,099	1,5	-16,78777492
H01	43,5333272	5,0235682	24/01/2025	6,684	20,446	1,4	-21,16949847
H03	43,4783692	5,0175865	24/01/2025	7,23	16,642	1,3	-19,67493019
H08	43,4669426	5,0910294	24/01/2025	7,115	19,168	1,3	-19,96894623
H13	43,415184	5,064785	24/01/2025	7,831	12,55	1,3	-16,89421706
H13	43,415184	5,064785	24/01/2025	7,793	12,128	1,2	-16,82840241
H16	43,4022	5,13028	24/01/2025	7,945	12,694	1,2	-16,61163609
H13	43,415184	5,064785	24/01/2025	7,833	10,841	1,1	-16,05328795
H13	43,415184	5,064785	24/01/2025	7,817	11,88	1,1	-16,64285933
H12	43,4423232	5,0972381	24/01/2025	6,799	12,133	0,9	-19,93076469
H16	43,4022	5,13028	24/01/2025	7,994	10,467	0,7	-15,35516415
H04	43,5167614	5,0694522	24/01/2025	6,666	19,196	0,6	-21,42074107
H13	43,415184	5,064785	24/01/2025	7,439	8,513	0,5	-15,61335505
H18	43,4424421	5,1847996	24/01/2025	7,397	8,965	0,5	-16,10528583
H16	43,4022	5,13028	24/01/2025	7,772	9,291	0,4	-15,21945843
H12	43,4423232	5,0972381	24/01/2025	6,573	10,518	0,3	-19,80333711
H19	43,4711	5,20694	24/01/2025	7,521	11,31	0,3	-17,25390337
H01	43,5333272	5,0235682	24/01/2025	6,809	20,027	0,2	-20,83500457
H03	43,4783692	5,0175865	24/01/2025	6,47	10,7	0,2	-20,25358623
H13	43,415184	5,064785	24/01/2025	7,13	8,485	0,2	-16,54351272
H18	43,4424421	5,1847996	24/01/2025	6,792	8,881	0,2	-17,93661635
H16	43,4022	5,13028	24/01/2025	7,645	9,102	0,1	-15,45790666
H19	43,4711	5,20694	24/01/2025	7,676	11,432	0,1	-16,84631748
H16	43,4022	5,13028	25/02/2025	10,113	20,286	4,9	-11,30026897
H12	43,4423232	5,0972381	25/02/2025	10,111	19,321	4,7	-11,44647377
H13	43,415184	5,064785	25/02/2025	10,076	19,077	4,7	-11,56156641
H07	43,5	5,10889	25/02/2025	11,032	18,419	4,6	-9,305987179
H01	43,5333272	5,0235682	25/02/2025	10,197	18,703	4,5	-11,29338584
H07	43,5	5,10889	25/02/2025	10,468	18,926	4,5	-10,60651814
H16	43,4022	5,13028	25/02/2025	10,589	20,462	4,4	-10,10031429
H01	43,5333272	5,0235682	25/02/2025	10,69	18,313	4,3	-10,11753984
H19	43,4711	5,20694	25/02/2025	10,9	20,374	4,3	-9,377620578
H03	43,4783692	5,0175865	25/02/2025	10,076	18,294	4,1	-11,62429896
H07	43,5	5,10889	25/02/2025	10,523	18,424	4,1	-10,51269113
H16	43,4022	5,13028	25/02/2025	10,243	19,509	4,1	-11,09397909
H03	43,4783692	5,0175865	25/02/2025	10,524	18,003	4	-10,53142598
H08	43,4669426	5,0910294	25/02/2025	10,117	18,88	4	-11,47794377
H19	43,4711	5,20694	25/02/2025	11,176	19,648	3,5	-8,851407328
H04	43,5167614	5,0694522	25/02/2025	10,713	18,559	3,4	-10,0468462
H03	43,4783692	5,0175865	25/02/2025	10,896	17,123	3,3	-9,651002244
H13	43,415184	5,064785	25/02/2025	10,491	18,441	3,3	-10,58924719
H16	43,4022	5,13028	25/02/2025	10,35	19,045	3,2	-10,88347542
H01	43,5333272	5,0235682	25/02/2025	10,51	16,774	3,1	-10,56015463
H08	43,4669426	5,0910294	25/02/2025	10,776	18,242	3	-9,916682184
H12	43,4423232	5,0972381	25/02/2025	10,652	18,359	3	-10,20580406
H13	43,415184	5,064785	25/02/2025	10,156	18,42	2,9	-11,41617394
H18	43,4424421	5,1847996	25/02/2025	10,668	18,994	2,9	-10,11726736
H19	43,4711	5,20694	25/02/2025	11,422	18,691	2,7	-8,396972571
H01	43,5333272	5,0235682	25/02/2025	11,232	15,768	2,6	-8,780027902
